AGEP,HINCP,TEN,SPORDER,PWGTP,WGTP,PUMA,state,puma_int
72,76400,2,1,17,18,04107,36,4107
71,79000,1,1,15,15,04105,36,4105
72,55200,2,1,3,3,04106,36,4106
76,18200,2,1,25,25,04110,36,4110
67,66000,2,1,39,39,04109,36,4109
67,20000,2,1,66,65,03901,36,3901
74,50380,1,1,52,53,04103,36,4103
74,7100,2,1,4,3,04001,36,4001
70,24500,1,1,11,12,04009,36,4009
73,117900,1,1,13,12,04015,36,4015
76,52320,2,1,15,15,04108,36,4108
83,48600,2,1,14,13,04012,36,4012
78,23700,2,1,3,4,04009,36,4009
67,66000,1,1,13,13,04112,36,4112
74,12000,2,1,13,12,04017,36,4017
71,345800,2,1,48,48,03805,36,3805
79,50400,2,1,31,31,03708,36,3708
77,24000,2,1,17,16,03809,36,3809
67,71200,1,1,42,42,04008,36,4008
69,22100,1,1,13,13,03903,36,3903
79,275600,2,1,13,14,04015,36,4015
84,90950,2,1,16,16,03807,36,3807
75,123500,2,1,15,15,04114,36,4114
81,52500,2,1,18,18,04108,36,4108
80,292200,1,1,23,23,04005,36,4005
68,11600,2,1,10,10,04016,36,4016
83,24000,2,1,14,15,04016,36,4016
75,60900,2,1,11,11,04016,36,4016
66,413900,2,1,23,23,03805,36,3805
84,80800,2,1,8,8,03709,36,3709
77,56000,2,1,30,31,04010,36,4010
70,67600,1,1,24,24,04018,36,4018
73,4800,2,1,18,17,04102,36,4102
80,93550,2,1,16,16,04018,36,4018
75,53800,2,1,15,16,04113,36,4113
70,9400,1,1,27,27,04010,36,4010
85,51800,2,1,12,11,03903,36,3903
90,13600,2,1,15,15,04017,36,4017
71,88500,2,1,13,13,04113,36,4113
85,27000,2,1,12,11,04014,36,4014
68,3200,2,1,12,13,03803,36,3803
72,18800,2,1,11,11,04103,36,4103
71,67600,1,1,14,15,04105,36,4105
73,23900,2,1,14,14,03901,36,3901
85,18800,2,1,27,27,03901,36,3901
88,78500,1,1,29,29,03902,36,3902
69,59000,1,1,14,14,03902,36,3902
69,41200,1,1,24,25,03901,36,3901
80,20000,1,1,13,12,03701,36,3701
66,643300,1,1,19,19,03808,36,3808
83,1800,2,1,16,16,03901,36,3901
76,725500,2,1,21,21,03806,36,3806
75,672400,2,1,16,16,03810,36,3810
76,62500,2,1,10,10,04113,36,4113
94,116000,1,1,16,15,04004,36,4004
94,29900,2,1,16,16,04009,36,4009
69,24200,2,1,19,19,03707,36,3707
72,152200,1,1,15,16,04105,36,4105
77,100000,2,1,22,22,04016,36,4016
72,420000,2,1,17,17,04105,36,4105
68,5000,2,1,28,29,04010,36,4010
83,67000,2,1,20,20,03805,36,3805
65,19000,1,1,15,15,03901,36,3901
65,66500,2,1,21,20,04112,36,4112
70,85400,2,1,13,13,03901,36,3901
94,9304,2,1,12,11,04018,36,4018
86,20300,2,1,11,10,04110,36,4110
71,70400,2,1,7,7,04105,36,4105
65,80000,2,1,19,18,04102,36,4102
65,237600,2,1,21,21,04103,36,4103
68,119000,1,1,16,16,03702,36,3702
66,23300,1,1,8,8,04015,36,4015
68,40300,2,1,7,7,04106,36,4106
71,43200,1,1,12,12,04011,36,4011
94,17300,2,1,14,15,03809,36,3809
65,14400,1,1,14,14,04001,36,4001
74,61000,2,1,26,26,03801,36,3801
75,112800,2,1,14,14,04104,36,4104
70,17700,2,1,19,19,04012,36,4012
79,33400,2,1,23,23,04018,36,4018
66,55400,2,1,12,11,04110,36,4110
67,33600,1,1,28,28,04015,36,4015
81,49220,2,1,10,10,04016,36,4016
82,79700,2,1,15,16,04104,36,4104
68,479000,2,1,12,12,03809,36,3809
76,128900,2,1,1,1,04013,36,4013
94,53000,2,1,11,12,04016,36,4016
69,25500,2,1,16,17,03809,36,3809
79,31900,2,1,13,13,04105,36,4105
79,26200,2,1,20,19,04018,36,4018
84,139500,2,1,9,9,04111,36,4111
78,16400,2,1,11,10,04104,36,4104
66,64350,1,1,21,21,03901,36,3901
81,72900,1,1,14,13,04102,36,4102
85,17200,2,1,13,13,04018,36,4018
85,22100,2,1,22,21,04103,36,4103
74,13600,2,1,19,19,04103,36,4103
66,426000,1,1,10,10,04104,36,4104
71,90400,1,1,25,26,04007,36,4007
84,149400,1,1,28,28,04010,36,4010
69,45000,2,1,12,13,03807,36,3807
66,77340,2,1,9,9,04012,36,4012
65,18900,2,1,11,12,04009,36,4009
77,13500,2,1,17,16,03903,36,3903
94,39010,2,1,16,16,04104,36,4104
80,150000,1,1,14,14,04006,36,4006
73,252100,2,1,17,17,03805,36,3805
67,21600,2,1,28,29,03703,36,3703
75,20800,2,1,30,31,04110,36,4110
85,35100,2,1,22,22,03805,36,3805
94,14800,2,1,14,14,03809,36,3809
80,558000,2,1,16,15,03805,36,3805
78,140700,1,1,19,19,04014,36,4014
86,7800,2,1,12,12,04004,36,4004
80,56600,1,1,21,22,03806,36,3806
65,253500,1,1,14,14,04101,36,4101
85,80000,2,1,19,19,04105,36,4105
80,1200,2,1,17,17,04114,36,4114
73,292800,2,1,21,20,03806,36,3806
83,27500,2,1,31,31,04107,36,4107
65,75900,2,1,22,23,03902,36,3902
84,8400,2,1,19,19,04108,36,4108
68,27000,2,1,22,21,04101,36,4101
66,23500,2,1,10,10,04017,36,4017
65,211000,2,1,18,19,04012,36,4012
65,10500,2,1,7,7,03902,36,3902
84,58500,1,1,20,20,03804,36,3804
65,123400,2,1,34,34,04104,36,4104
76,16200,2,1,18,18,03703,36,3703
85,38000,2,1,14,14,04110,36,4110
65,78300,2,1,21,20,03806,36,3806
66,82000,2,1,25,25,04112,36,4112
87,0,1,1,16,16,04103,36,4103
68,107000,2,1,14,15,04010,36,4010
85,22900,2,1,30,29,04112,36,4112
67,56000,1,1,18,18,03902,36,3902
83,34800,2,1,13,12,04015,36,4015
88,44000,2,1,20,19,03805,36,3805
73,32000,2,1,16,16,03704,36,3704
82,29300,2,1,16,16,03806,36,3806
73,36930,1,1,7,7,04010,36,4010
83,36800,2,1,13,13,04005,36,4005
75,115300,2,1,17,16,04011,36,4011
88,35400,1,1,11,10,04104,36,4104
77,53000,2,1,11,11,04006,36,4006
76,61200,2,1,22,23,03706,36,3706
65,217000,2,1,15,16,04101,36,4101
65,82500,1,1,10,10,04010,36,4010
71,76400,1,1,17,17,04114,36,4114
76,39600,2,1,16,16,04004,36,4004
77,0,2,1,13,13,04114,36,4114
74,23000,2,1,28,29,04018,36,4018
78,42500,2,1,15,15,04013,36,4013
94,46840,2,1,17,17,04102,36,4102
65,967000,1,1,22,22,03806,36,3806
79,118600,2,1,10,9,04101,36,4101
65,30000,2,1,13,13,04104,36,4104
74,10000,2,1,27,27,03703,36,3703
77,118700,2,1,15,15,03902,36,3902
65,36600,2,1,19,19,03808,36,3808
70,17200,2,1,16,15,03804,36,3804
94,211800,2,1,13,13,04013,36,4013
70,37200,1,1,22,22,04111,36,4111
65,59700,1,1,12,13,04013,36,4013
72,49600,1,1,14,13,04110,36,4110
75,171860,2,1,14,14,04016,36,4016
70,68200,2,1,4,4,04009,36,4009
65,75200,2,1,10,10,04009,36,4009
70,77100,1,1,10,10,04112,36,4112
94,16000,2,1,20,20,04111,36,4111
90,38600,2,1,20,20,04015,36,4015
76,52800,2,1,42,43,04005,36,4005
65,72050,2,1,14,13,03903,36,3903
67,59100,2,1,10,10,04016,36,4016
69,128600,2,1,15,15,04005,36,4005
66,29300,1,1,21,21,04012,36,4012
72,159700,2,1,6,6,03805,36,3805
78,131680,1,1,15,15,04103,36,4103
69,86900,2,1,15,14,04104,36,4104
78,11300,2,1,18,17,04017,36,4017
68,95700,1,1,18,18,04009,36,4009
82,18504,2,1,17,17,04107,36,4107
79,71700,2,1,20,19,04107,36,4107
75,46000,1,1,18,19,04106,36,4106
74,17400,1,1,20,20,03805,36,3805
65,196000,2,1,13,13,03902,36,3902
77,1100,2,1,15,15,04104,36,4104
78,36430,2,1,17,17,03806,36,3806
70,25000,2,1,9,9,04009,36,4009
65,109200,2,1,14,14,04101,36,4101
74,3900,2,1,12,11,04105,36,4105
74,22400,2,1,31,31,03702,36,3702
65,69320,1,1,21,21,04013,36,4013
71,98800,1,1,26,26,03903,36,3903
67,26500,2,1,19,20,03806,36,3806
69,100700,2,1,16,16,04109,36,4109
84,6000,2,1,27,27,04104,36,4104
90,258800,2,1,8,7,04014,36,4014
80,36200,2,1,15,16,04110,36,4110
71,56100,1,1,18,18,04009,36,4009
73,113120,1,1,18,18,03709,36,3709
67,94040,1,1,31,31,04105,36,4105
68,58700,2,1,14,14,04103,36,4103
82,74000,2,1,16,16,03809,36,3809
70,114700,2,1,6,6,04014,36,4014
75,38800,2,1,12,13,03704,36,3704
76,279000,2,1,18,18,04004,36,4004
80,39400,2,1,18,17,03901,36,3901
77,243000,2,1,14,14,03805,36,3805
81,85000,1,1,16,16,04105,36,4105
65,1200,2,1,7,7,03805,36,3805
76,52900,2,1,14,14,04103,36,4103
73,79000,1,1,16,16,04112,36,4112
87,37500,2,1,19,18,04113,36,4113
70,39800,1,1,14,13,03702,36,3702
94,25500,2,1,15,16,03902,36,3902
77,93900,1,1,16,16,03709,36,3709
84,12000,2,1,24,24,03703,36,3703
68,89700,2,1,10,11,03903,36,3903
76,23000,2,1,17,16,03903,36,3903
72,66800,2,1,22,22,04108,36,4108
68,230000,2,1,14,14,04004,36,4004
67,215500,1,1,20,20,03903,36,3903
67,26060,1,1,13,14,03901,36,3901
71,27400,1,1,37,37,04010,36,4010
72,20600,2,1,12,12,04013,36,4013
86,128400,2,1,24,24,03807,36,3807
69,303140,1,1,13,14,04012,36,4012
79,320000,2,1,21,21,03806,36,3806
66,16000,2,1,31,30,04105,36,4105
66,31600,2,1,14,14,04010,36,4010
70,93004,1,1,12,12,04111,36,4111
82,17000,2,1,14,13,03701,36,3701
77,30000,2,1,36,37,04016,36,4016
68,18400,2,1,41,41,03801,36,3801
65,140600,1,1,10,10,03902,36,3902
94,25000,2,1,16,16,03809,36,3809
65,30000,1,1,33,33,04114,36,4114
81,20800,1,1,18,18,03901,36,3901
79,31400,2,1,14,14,04110,36,4110
70,6500,1,1,24,24,04104,36,4104
87,15800,2,1,15,15,03709,36,3709
70,147200,2,1,16,16,03806,36,3806
76,155000,2,1,16,17,04105,36,4105
68,30000,2,1,25,25,04004,36,4004
65,80000,2,1,30,30,04017,36,4017
66,50600,2,1,21,21,03903,36,3903
75,26050,2,1,13,13,04010,36,4010
74,54500,2,1,29,29,04104,36,4104
77,52900,2,1,13,13,04014,36,4014
71,20030,2,1,71,71,03803,36,3803
76,18900,1,1,18,18,04006,36,4006
65,14200,1,1,41,42,03704,36,3704
66,680800,1,1,29,29,03806,36,3806
78,100600,1,1,23,23,04011,36,4011
69,595000,2,1,76,76,03805,36,3805
80,3900,1,1,12,12,04013,36,4013
86,59000,2,1,24,25,04105,36,4105
82,17400,2,1,48,48,03903,36,3903
74,92330,1,1,8,8,03901,36,3901
83,125380,2,1,9,8,04110,36,4110
76,41200,2,1,17,17,03703,36,3703
66,599210,1,1,12,13,03808,36,3808
79,27200,2,1,17,17,04103,36,4103
65,284600,2,1,12,11,03806,36,3806
71,169500,2,1,21,21,03807,36,3807
78,135000,2,1,19,19,04114,36,4114
77,16300,1,1,16,16,04003,36,4003
71,229200,2,1,23,23,03808,36,3808
66,323700,1,1,12,12,04108,36,4108
67,201900,1,1,16,16,03806,36,3806
85,102200,2,1,15,16,04016,36,4016
73,75200,2,1,11,11,04109,36,4109
75,27000,2,1,9,9,04104,36,4104
75,145750,2,1,14,15,04010,36,4010
72,15800,2,1,16,16,04015,36,4015
66,31200,2,1,16,15,03901,36,3901
83,16000,2,1,25,24,03704,36,3704
67,60800,2,1,25,25,04106,36,4106
83,12000,2,1,25,25,04111,36,4111
67,40600,1,1,11,11,03902,36,3902
71,75400,2,1,9,9,03903,36,3903
67,104300,2,1,11,11,04013,36,4013
87,150600,2,1,18,17,03702,36,3702
66,93200,1,1,23,23,04105,36,4105
94,37000,1,1,15,15,04101,36,4101
73,52800,2,1,49,49,04010,36,4010
75,35050,2,1,3,4,04009,36,4009
68,38400,2,1,13,13,04111,36,4111
71,91100,2,1,25,25,04113,36,4113
66,96400,2,1,14,15,04112,36,4112
88,102600,2,1,26,26,03702,36,3702
85,25000,2,1,12,12,04113,36,4113
76,32400,2,1,14,14,03901,36,3901
83,18000,2,1,13,13,04016,36,4016
70,41700,2,1,14,15,04104,36,4104
83,19200,2,1,17,16,04106,36,4106
75,20100,2,1,12,12,04016,36,4016
69,13400,2,1,22,22,04106,36,4106
80,8050,2,1,11,11,04112,36,4112
84,63400,2,1,14,13,04016,36,4016
81,84700,2,1,21,21,04005,36,4005
65,12400,1,1,24,24,04009,36,4009
81,52000,2,1,14,15,04103,36,4103
76,286900,2,1,10,9,04009,36,4009
66,179200,2,1,15,16,03805,36,3805
65,45500,2,1,12,12,04111,36,4111
71,40000,2,1,21,21,04017,36,4017
74,5800,2,1,12,13,04012,36,4012
69,13700,2,1,18,18,03901,36,3901
75,41900,1,1,11,12,04017,36,4017
79,565500,2,1,20,21,03810,36,3810
66,17900,1,1,22,22,04101,36,4101
88,44100,2,1,24,24,03902,36,3902
66,430600,2,1,12,13,04105,36,4105
72,69000,2,1,16,16,04003,36,4003
65,75500,1,1,10,9,03704,36,3704
84,95970,1,1,7,8,04104,36,4104
84,107000,2,1,15,14,03903,36,3903
67,67520,1,1,13,13,03701,36,3701
85,37900,2,1,16,15,04104,36,4104
66,371400,2,1,15,16,04012,36,4012
66,168000,2,1,12,12,04007,36,4007
84,24000,2,1,12,12,04016,36,4016
81,49900,2,1,32,32,04104,36,4104
65,30200,2,1,29,29,04010,36,4010
88,10000,2,1,13,14,04105,36,4105
84,12160,2,1,16,16,04110,36,4110
81,28600,2,1,16,15,04112,36,4112
78,117200,1,1,38,37,03902,36,3902
79,23940,2,1,21,22,03807,36,3807
74,9100,2,1,20,20,04103,36,4103
78,189000,2,1,21,21,03808,36,3808
73,59900,2,1,13,13,04110,36,4110
75,19000,2,1,12,11,04105,36,4105
80,29500,1,1,28,29,03702,36,3702
71,22200,1,1,10,9,04104,36,4104
65,35500,2,1,9,9,04110,36,4110
65,37300,2,1,14,14,04010,36,4010
75,16800,2,1,13,12,04016,36,4016
85,21600,2,1,10,10,04104,36,4104
83,28710,2,1,13,13,04105,36,4105
82,19000,2,1,22,22,04009,36,4009
94,102300,1,1,16,16,04108,36,4108
77,54400,2,1,23,23,03901,36,3901
67,59880,2,1,22,22,04102,36,4102
77,155000,2,1,20,20,03902,36,3902
85,56000,2,1,13,13,03704,36,3704
85,69200,2,1,40,39,04104,36,4104
68,98000,2,1,11,12,03810,36,3810
82,21600,2,1,11,11,04111,36,4111
71,140800,2,1,13,13,04112,36,4112
78,58600,2,1,13,13,04107,36,4107
73,30900,2,1,14,14,04014,36,4014
81,149400,2,1,21,21,04101,36,4101
70,36000,2,1,26,26,04011,36,4011
85,80000,2,1,18,18,03701,36,3701
68,386300,1,1,16,16,03805,36,3805
81,17600,1,1,13,12,04102,36,4102
73,426900,1,1,13,12,03701,36,3701
84,81000,2,1,16,17,03810,36,3810
66,14400,2,1,15,14,04110,36,4110
71,25500,2,1,16,16,04111,36,4111
71,28200,1,1,21,20,03806,36,3806
85,424000,2,1,21,21,03701,36,3701
85,44200,2,1,13,13,04014,36,4014
87,40100,2,1,12,12,03705,36,3705
66,137000,2,1,15,16,04013,36,4013
73,6000,2,1,19,18,04012,36,4012
69,52800,1,1,26,26,04017,36,4017
79,47800,2,1,22,22,04016,36,4016
75,18700,2,1,11,12,04110,36,4110
75,49100,1,1,14,15,04010,36,4010
75,8400,2,1,12,12,04110,36,4110
67,85000,1,1,10,11,04013,36,4013
65,77600,2,1,13,13,04110,36,4110
75,69200,2,1,8,8,04112,36,4112
75,16700,2,1,47,48,04106,36,4106
82,22700,2,1,15,16,04001,36,4001
72,69000,1,1,15,15,03703,36,3703
65,57400,1,1,21,21,03808,36,3808
74,14400,2,1,17,17,03901,36,3901
77,54200,2,1,13,13,04114,36,4114
85,16100,2,1,12,12,03702,36,3702
74,75850,2,1,23,23,04112,36,4112
84,25900,2,1,14,13,04105,36,4105
80,18300,1,1,19,19,04010,36,4010
72,41500,1,1,12,12,04104,36,4104
74,19900,2,1,26,26,03805,36,3805
75,20100,2,1,19,19,03801,36,3801
65,31200,2,1,26,26,04009,36,4009
76,16900,2,1,16,16,04010,36,4010
94,11700,2,1,18,17,03701,36,3701
66,88900,2,1,16,16,04108,36,4108
80,26210,1,1,15,15,04013,36,4013
66,86800,2,1,14,14,04101,36,4101
73,131600,1,1,11,11,04113,36,4113
87,40000,2,1,18,18,03810,36,3810
66,9100,2,1,17,17,03901,36,3901
90,25600,2,1,16,17,04105,36,4105
74,50000,1,1,23,23,03801,36,3801
72,81100,2,1,12,13,04013,36,4013
94,10600,1,1,17,17,04112,36,4112
74,12200,2,1,23,23,03701,36,3701
88,107400,2,1,11,12,04109,36,4109
84,73700,1,1,19,19,03808,36,3808
76,12300,1,1,15,15,04017,36,4017
76,3100,2,1,34,34,04103,36,4103
75,27500,2,1,14,14,04102,36,4102
69,40600,1,1,18,18,03902,36,3902
82,116200,2,1,11,11,04104,36,4104
83,38100,2,1,25,25,04009,36,4009
90,17200,2,1,21,22,04005,36,4005
77,16800,2,1,16,16,04016,36,4016
75,6000,1,1,7,7,04009,36,4009
68,36400,2,1,9,8,04015,36,4015
84,29100,1,1,13,14,03709,36,3709
68,105700,1,1,22,23,03803,36,3803
67,118400,1,1,12,11,04014,36,4014
72,75800,2,1,14,15,03704,36,3704
89,9600,2,1,43,43,03703,36,3703
94,38400,2,1,20,20,04103,36,4103
80,55400,1,1,14,15,04017,36,4017
65,148000,1,1,10,10,04105,36,4105
67,21900,2,1,11,11,04110,36,4110
66,161000,1,1,25,24,04103,36,4103
72,50200,1,1,9,8,03903,36,3903
66,43600,1,1,9,9,04013,36,4013
65,20000,1,1,8,8,04008,36,4008
84,36600,2,1,13,14,04107,36,4107
69,40500,2,1,10,10,04010,36,4010
85,37400,2,1,12,13,04104,36,4104
78,66000,1,1,13,13,04103,36,4103
72,41300,1,1,24,24,03903,36,3903
81,12000,2,1,21,21,03703,36,3703
68,117400,1,1,14,14,04009,36,4009
66,523000,2,1,19,20,03810,36,3810
74,1085400,2,1,13,13,03806,36,3806
74,71800,2,1,13,13,04105,36,4105
73,66800,2,1,10,10,04009,36,4009
79,21900,2,1,11,11,04013,36,4013
67,26800,2,1,29,28,04017,36,4017
67,23000,2,1,18,18,03701,36,3701
68,103400,1,1,20,20,04008,36,4008
72,31000,2,1,16,15,04109,36,4109
67,160420,1,1,16,16,04005,36,4005
83,25900,2,1,18,18,04109,36,4109
74,55000,1,1,10,9,03901,36,3901
84,142600,2,1,9,9,03704,36,3704
73,35000,2,1,7,7,04012,36,4012
69,42400,2,1,17,17,03901,36,3901
69,65400,1,1,15,15,04106,36,4106
74,15700,1,1,19,19,03802,36,3802
81,43700,2,1,16,16,03901,36,3901
68,70900,1,1,12,12,04014,36,4014
74,48200,2,1,10,10,03901,36,3901
80,22400,2,1,9,9,04010,36,4010
80,72900,2,1,17,17,03703,36,3703
73,20400,2,1,23,23,04108,36,4108
73,37000,2,1,9,8,03809,36,3809
75,111400,1,1,5,4,04008,36,4008
72,114200,1,1,13,13,04105,36,4105
78,46100,2,1,25,25,04012,36,4012
94,23100,2,1,10,11,04112,36,4112
69,97900,2,1,19,19,04112,36,4112
66,14000,2,1,16,16,04110,36,4110
66,77600,1,1,25,25,04106,36,4106
76,0,2,1,15,15,03705,36,3705
65,164600,2,1,24,24,04014,36,4014
80,72500,2,1,27,28,03903,36,3903
66,3100,1,1,24,25,03807,36,3807
84,63800,2,1,21,21,04112,36,4112
71,286500,1,1,17,18,04103,36,4103
67,178900,2,1,19,18,03901,36,3901
70,15800,2,1,16,16,04106,36,4106
65,40000,1,1,37,38,04105,36,4105
70,56400,2,1,15,15,04015,36,4015
73,120700,1,1,15,15,04102,36,4102
84,85200,2,1,12,12,04112,36,4112
75,225100,1,1,23,23,03808,36,3808
72,61000,2,1,25,26,04113,36,4113
71,50800,1,1,17,18,03805,36,3805
72,61800,1,1,20,19,03810,36,3810
81,149800,1,1,17,17,03805,36,3805
82,212600,2,1,22,22,03805,36,3805
68,54030,1,1,13,13,04010,36,4010
70,817600,1,1,22,23,03806,36,3806
71,226000,2,1,15,16,03807,36,3807
78,21900,2,1,13,13,04113,36,4113
88,14620,2,1,19,19,04015,36,4015
80,30800,2,1,21,21,03701,36,3701
78,16800,2,1,30,30,04112,36,4112
80,82800,2,1,31,30,03706,36,3706
77,95100,2,1,5,6,04104,36,4104
73,21200,2,1,19,19,03808,36,3808
69,23504,2,1,11,11,03704,36,3704
80,19400,2,1,21,20,04018,36,4018
72,121000,2,1,11,11,03902,36,3902
67,139000,1,1,25,24,04008,36,4008
65,48000,2,1,19,19,03808,36,3808
67,77400,2,1,29,29,04017,36,4017
78,35200,1,1,9,9,04103,36,4103
84,48100,1,1,16,16,04007,36,4007
69,93000,2,1,11,11,03903,36,3903
71,28100,2,1,10,11,04017,36,4017
79,46900,2,1,11,11,04013,36,4013
79,12000,2,1,28,28,04009,36,4009
66,405600,2,1,18,18,03805,36,3805
71,101820,2,1,18,18,04106,36,4106
65,100800,2,1,27,27,04104,36,4104
71,63800,2,1,24,25,04017,36,4017
79,18000,2,1,24,24,04113,36,4113
94,100000,2,1,11,11,03704,36,3704
81,242200,2,1,10,10,04106,36,4106
66,259800,2,1,18,19,03806,36,3806
66,25200,2,1,12,12,04110,36,4110
94,47800,2,1,11,11,04013,36,4013
75,130000,2,1,15,15,04001,36,4001
67,40000,2,1,18,19,03806,36,3806
78,88100,2,1,19,19,04104,36,4104
88,26800,2,1,13,14,04112,36,4112
76,12500,2,1,15,15,04001,36,4001
85,35800,2,1,18,18,04103,36,4103
72,53900,2,1,18,18,03903,36,3903
83,32500,2,1,13,13,03710,36,3710
71,32000,2,1,14,14,03901,36,3901
75,50000,2,1,12,11,04109,36,4109
81,15400,2,1,21,21,04018,36,4018
81,110800,1,1,9,9,04112,36,4112
67,141300,2,1,14,14,04111,36,4111
68,67800,2,1,18,18,03807,36,3807
73,24900,2,1,15,14,03902,36,3902
74,25400,2,1,24,23,04111,36,4111
90,17000,2,1,17,17,04018,36,4018
68,11000,1,1,42,42,04112,36,4112
66,201000,2,1,11,11,03805,36,3805
69,31400,2,1,19,20,03808,36,3808
70,35620,2,1,13,14,03809,36,3809
66,123000,1,1,18,18,03808,36,3808
84,18600,2,1,16,16,04104,36,4104
94,23000,2,1,20,20,04102,36,4102
77,153200,1,1,16,16,03701,36,3701
77,105900,2,1,14,14,04110,36,4110
88,26500,2,1,12,12,04016,36,4016
83,28000,2,1,11,10,04009,36,4009
83,162200,2,1,25,25,04017,36,4017
83,22100,2,1,33,32,04106,36,4106
71,71680,1,1,12,12,03903,36,3903
90,51300,2,1,14,14,03902,36,3902
81,10400,2,1,6,6,04011,36,4011
79,24960,2,1,46,46,04108,36,4108
67,35900,2,1,13,13,04017,36,4017
76,78000,1,1,25,25,04112,36,4112
66,83080,1,1,17,17,04009,36,4009
70,59100,2,1,10,11,03903,36,3903
69,5800,2,1,30,30,04103,36,4103
66,77700,2,1,24,24,03807,36,3807
79,11300,2,1,22,22,03901,36,3901
89,68000,2,1,26,26,03703,36,3703
79,15460,2,1,21,21,04110,36,4110
73,34000,2,1,18,17,04112,36,4112
88,44600,2,1,22,21,04103,36,4103
73,1500,1,1,51,51,04010,36,4010
83,79500,2,1,13,13,04103,36,4103
71,56400,2,1,18,18,03804,36,3804
81,47400,2,1,11,12,04010,36,4010
78,235200,2,1,24,24,03810,36,3810
81,42800,2,1,11,11,04112,36,4112
82,79400,1,1,12,13,03701,36,3701
84,45000,2,1,14,14,03704,36,3704
70,3100,2,1,16,16,04104,36,4104
74,10000,2,1,17,17,03810,36,3810
72,22860,1,1,15,15,04108,36,4108
65,33600,2,1,14,14,04001,36,4001
85,16000,1,1,13,13,04006,36,4006
79,119700,1,1,49,50,03902,36,3902
76,54400,2,1,17,17,03902,36,3902
79,46900,2,1,22,21,04103,36,4103
67,43200,2,1,25,26,03806,36,3806
67,108000,2,1,18,18,03701,36,3701
67,61200,2,1,18,19,03801,36,3801
74,100600,1,1,14,15,04012,36,4012
87,37200,2,1,15,15,04003,36,4003
66,31000,1,1,8,7,04114,36,4114
84,16900,2,1,10,9,03704,36,3704
72,101000,2,1,16,17,03704,36,3704
67,21300,2,1,12,12,03809,36,3809
70,404000,2,1,20,20,03806,36,3806
71,171000,2,1,5,4,04111,36,4111
84,26000,2,1,11,11,04017,36,4017
72,80990,2,1,19,18,03805,36,3805
90,109400,2,1,17,18,04103,36,4103
66,322000,2,1,9,10,04013,36,4013
68,353000,2,1,48,48,04005,36,4005
68,16800,2,1,9,10,04012,36,4012
90,18000,2,1,24,24,04106,36,4106
70,15600,2,1,16,16,03704,36,3704
67,30900,2,1,21,20,04108,36,4108
83,7004,2,1,16,16,04112,36,4112
76,23700,2,1,45,45,03805,36,3805
86,13100,2,1,14,14,04105,36,4105
72,7800,2,1,30,30,04017,36,4017
82,33100,2,1,54,54,03704,36,3704
68,80300,1,1,26,26,03808,36,3808
86,20800,2,1,13,12,04103,36,4103
66,76670,1,1,9,8,04016,36,4016
75,38200,2,1,13,14,03810,36,3810
74,8000,2,1,17,16,03703,36,3703
71,51300,2,1,38,39,04013,36,4013
68,174700,2,1,21,21,03903,36,3903
80,20600,2,1,15,15,04004,36,4004
74,60000,2,1,16,17,03903,36,3903
69,27730,1,1,17,16,03903,36,3903
76,88900,1,1,18,18,03703,36,3703
68,80100,1,1,11,11,04003,36,4003
83,29500,2,1,18,18,04104,36,4104
69,276400,2,1,10,10,04103,36,4103
69,42400,1,1,17,17,03801,36,3801
83,10400,2,1,16,16,04110,36,4110
83,70000,2,1,17,17,04110,36,4110
81,78500,1,1,15,14,04012,36,4012
88,22800,1,1,17,17,03702,36,3702
66,12000,1,1,28,28,04008,36,4008
83,29100,2,1,12,11,04103,36,4103
66,266600,2,1,13,12,03902,36,3902
71,83400,2,1,9,8,04104,36,4104
70,61000,1,1,14,14,04110,36,4110
79,40200,1,1,13,12,04110,36,4110
94,11800,2,1,15,15,04103,36,4103
73,79600,1,1,31,31,04009,36,4009
70,36000,2,1,20,20,04112,36,4112
78,25000,2,1,21,20,04103,36,4103
81,20200,1,1,17,18,03708,36,3708
66,26200,2,1,12,13,04104,36,4104
71,140600,2,1,13,14,03702,36,3702
81,30800,2,1,14,14,04012,36,4012
68,175400,2,1,24,24,04015,36,4015
66,12800,2,1,26,27,03706,36,3706
73,25000,1,1,8,8,04005,36,4005
76,63400,2,1,12,12,03902,36,3902
68,7200,1,1,27,26,04009,36,4009
67,60500,1,1,18,18,04106,36,4106
73,106100,1,1,7,7,04112,36,4112
76,182900,2,1,7,7,03703,36,3703
90,51300,1,1,17,18,03709,36,3709
90,161400,2,1,14,14,03806,36,3806
77,65500,2,1,19,19,04103,36,4103
72,67600,2,1,14,13,04105,36,4105
80,36600,2,1,15,14,04101,36,4101
73,67300,1,1,14,14,04010,36,4010
84,17900,2,1,12,12,04114,36,4114
71,48500,1,1,41,41,03901,36,3901
78,69600,2,1,21,21,04105,36,4105
71,274400,1,1,14,14,03809,36,3809
70,86000,2,1,17,17,03703,36,3703
67,95000,2,1,16,15,04105,36,4105
86,12300,2,1,21,22,04016,36,4016
77,146900,2,1,18,17,04112,36,4112
76,89900,2,1,33,32,03806,36,3806
68,23000,1,1,22,23,03903,36,3903
78,35500,2,1,17,17,04112,36,4112
72,58340,1,1,16,15,04104,36,4104
80,78500,2,1,20,20,04104,36,4104
72,37000,2,1,11,12,04017,36,4017
